score;content
5;bsb saya sudah di perbaharui aman dan tak ada kendalah, mungkin jaringan simpati, saya pakai exsis topmarkotop.. BSB pokoknya aman, memang tingkat transaksi bikin ribet tapi menurut saya keamana no 1 bagi nasabah trimakasih BANK SUMSEL .
5;Bisa membantu mempercepat segala pekerjaan
2;Lelet
5;Mantap
2;👍🙏
5;Aman dannyaman
1;Update terus
1;Lemooot
1;Ribut
5;Sangat memuaskan
5;Lebih memudahkan transaksi
5;oke
5;Sangat membantu
1;Aplikasinya ribet
5;Aplikasinya sudah cukup baik, perlu ditambahkan pembayaran pulsa PLN prabayar
4;Memuaskan dan simpel
4;Smga semakin bs menbantu orang2 dgn keperluan yg cpat ya..
1;Pelayanan parah
5;Sangat baik, mempermudah transaksi scr OL. Thx you👍👍🙏
5;Sangat membantu
5;Sangat membantu sekali
5;Bagus sekali
5;Just right !!!!
4;Bayar listrik dan OVO gak bisa.
5;BSB TERBAIK
5;Puas dengan ada aplikasi ini
5;Muda cepat dn efektif
5;Good app, trim's...
1;Lemooottttt
5;sangat membantu
5;Ok
1;Lemot, lelet parah
5;Baik
5;Alhamdulillah ini sngt membantu transaksi saya yg kdg ngk bisa keluar rmh. So far so good 👍👍👍
5;sangat puas dan bagus karna bisa transaksi dirumh dan tau uang keluar masuk
5;mantab
5;Mantap
5;Sangat baik aplikasinya, sangat membantu
5;Sangat membantu
5;Bagus
5;Pelayanan sangat memuaskan
4;Ok
4;Sangat membantu transaksi
5;Membantu transaction
5;Mantap
4;Sering minta update
1;UI tidak menarik, dan fitur kurang lengkap. Akun diblokir baru salah 3x isi sandi
1;Tidak semudah menggunakan mbanking BRi .
1;Parah nih aplikasi, krn salah masukan sandi 3 kali aja udah keblokir, dan aktifinnya harus ke kantor.cabang lagi. pembuat aplikasi dan tim bsb harus memikirkan kepraktisan mobile banking, ini malah ribet dah ah. CSnya juga koplak di telpon di reject. Kalo bukan karena masalah pekerjaan males pake mobile banking bank ini.
1;Ribet tiap mau trf harus masukin pin OTP. Salah masukin pin OTP ke blokir
1;Dear developer, ini aplikasinya yang berat atau jaringan yang buruk? Sepertinya kesalahan ad pada aplikasi ini. aplikasi bank lain saya pakai transaksi lancar2 saja. Tlg diperbaiki, kalau tidak imbasnya nasabah dan bank jg yg dirugikan. Trims
1;Kok setelah di perbarui pas saya mau login , terdapat tulisan error
1;Saya gk tau ini aplikasi ini buat apa, soalnya ngirim aja di hp saya gk bisa, bisanya cm ngecek saldo itu pun masuknya setengah mati 🤣
1;Menunya itu-itu aja, sering gangguan, masak kalah jauh sama bank-bank lainnya.
1;call center pas ditelpon customer ngk diangkat. Klo ngk diangkat dr awal jangan taroh nomor call center di mbanking. Penter bener
5;Ntappp
1;Parah banget nihhh pas mau transfer error Mulu tapi giliran di cek saldonya malahan berkurang.terus uangnya ngilang kemana???
1;Sangat mengecewakan Saya 3 tarik uang gak keluar semua uangnya.
1;Aplikasi TOLOL
1;Tolong ini knpa ya, udah registrasi tp kok malah data tidak ditemukan?
1;Harus aktivasi ulang, padahal akun saya bisa digunakan
3;Agak Kecewa Tidak bisa transfer dr mbanking.. jdi mbankingnya terkesan hanya untk cek saldo saja.. Semoga segera di perbaiki,
1;NORAKKKK MASIH PAKE OTP SMS SETIAP TRANSAKSI DAN JUGA SETIAP PEMBAYARAN QRIS TIDAK PERNAH MASUK KE MERCHANT ANEHH
1;Mohon pelayanan di tingkatkan
5;Sangat bagus aplikasinya
1;jelek banget aplikasinya, proses tranfernya ribet banget minta kode OTP yang dikirm dari system segala ketika sudah dimasukkan kode OTPnya malah salah terus ujung ujungnya kena blokir. untuk mengaktifkan lagi harus ke CS cabang terdekat kan ribet. pembuat aplikasinya mungkin lupa alasan orang pakai M-banking itu karena praktis pakai M-banking karena gak ada waktu untuk antri di ATM cuma untuk tranfer atau cek saldo. tolong dipikirkan untuk peningkatan mutu layanannya kalau tidak mau ditinggalkan
1;mau nanya, ini rata2 ksh bintang 1, kok adminnya ga ada respon, sy jg ksh bintang 1, krn mau buka aja loadingnya lama, dsn menunya cm ada transfer, kenapa tdk ada menu2 topup e wallet, dan lain2, tlong direspon dong, klo ky gini, percuma nabung di bsb klo tdk ada kemudahan
1;Akun gak jelas. Tf ribet kode otp udah di masukin tp gagal teruss eh ujung2 akun saya malah di blokir akun gak jelas gak usah bikin akun kalo kayak gini. Bank daerah cupu banget
5;Sangat membantu
1;Aplikasi ribet tiap log out disuruh aktivasi ulang
1;Gak guna.... Cuma bisa isi pulsa
1;Ga bisa aktifasi.
5;mantap dan sangat membantu 👍👍🙏
1;Sumsel babel kacau, sangat2 kacau .. Melakukan pengisian dana dari mbangking.. Saldo mbangking berkurang tapi saldo dananya gak masuk2..
1;"Parah si..akun sy ke logout, setelah sy login lagi tp ga bisa udah 3x dicoba malah diblokir.. padahal id sm pass yg sy masukkan udah bener. Setelah balik kesini liat komentar org"" jd ga minat lg pake m-banking"
1;Transfer saldo berkurang,tapi gak masuk,. Udah hampir semingguan gak bisa transfer,gatau gangguan apa gimana,saldo juga ada.
1;Tolong pihak terkait dengan aplikasi ini,fiturnya diperbaiki dan tingkatkan dan tolong proses transfer kesesama apa lagi ke lain bank mengapa mau transfer mendap prosesnya ,bukannya gagal ataupun berhasil,saya pengguna tetap,maaf jika salah dalalm berkata
1;Sangat kecewa Pas baru buat banking bisa Pas udah berapa jam tidak bisa lagi login Disuruh aktivasi ulang Pas aktivasi gak bisa juga Ini aplikasi eror banget
5;Tolong dong kak, kenapa buat top up dana kok belum bisa ya...
5;Tingkatkan pelayanan yang terbaik
1;Aplikasi tidak guna. Perbaiki lagi aplikasinya. Aktivasi saja tidak bisa. .apa gunanya aplikasi ini
1;Aktivasi ulang terus
1;Kerja honor cuma 500rb perbulan, di potong bank 20rb setiap gajian , cuma bisa narik 450rb , makan aja kdang ga cukup, malah di tarik 20rb , 🥲🥲 pdahal tau pembuatan atm buat pegawai honoran , ya stdaknya sadar la pihak bank , kalo gaji gede enak , .
1;Buruk, sangatt sangatt BURUUKKK, ribet, gajelas, lengkap
1;Aplikasinya ribet, perbaiki lagi..
1;error mulu klo mau transfer
5;It's a good mobile banking!
1;Aduh pantes aja semua komentar g ada yg bagus emang apknya g bagus susah operasinya lambat loadingnya, developernya g baca apa komentar konsumennya, ampunn
1;Ribett. Gagal produk masa gk bisa daftar
5;Semoga sukses sumsel
1;Sudah dua kali transfer saya gagal. tapi saldo terpotong. bsb mobile.parah Sekarang tambah parah saya transfer 2,5 juta transfer gagal, saldo terpotong belum balik. Ai parahnyo sumsel babel ini. Sampai hari ini sudah lebih dari 1 bulan saldo belum kembali, saya harus apa?
1;Gimana ni aplikasinya kok gak bisa masuk dari tadi,bukanya mau mudah malah tamba susah.
3;Tiba-tiba gak bisa login,masak mau kekantornya terus ngabis waktu aja
1;Nyesel pembelian lewat aplikasi ini pulsa gak masuk duitnya ilang
1;Tolong di perbaikin lagi pengiriman agak ribet, terus untuk pengisian dana lewat BSB m benking saya sudah 4 kali gagal mengirim dana tapi saldonya berkurang . Kalo tidak di telpon CSnya saldo gak di kembalikan teimah kasih🙏, saya memberikan komentar sesuai apa yg saya rasakan
5;Okkkkk
1;Erorr mululu
2;Semoga makin dipermudah tanpa harus menggunnakan sms lagi..
3;Glk gilo sih. Tp dk pcak ngtonyo cm 1 nila m-bankingnyo. .
1;Mu masuk susah bener ya Alloh error mulu, bukannya mempermudah malah mempersulit CS aja nih.. Tolong dong di perbaiki systemnya. Jgn Terima gaji aja gede tapi memperbaikinya nggak bisa.
4;Cukup OK, Akan lebih baik kalo fitur ditambah, misal pembelian token listrik, pembayaran acount dll
2;Ga ada pilihan menu untuk pengisian dompet digital. Ribet klu mau top up dompet digital
5;Ol
1;Saya kasi bintang 1 karna setiap isi pulsa melalui Mobile bangking ini bahkan sudah 5 kali selalu gagal. Begitupun dnegan transfer saldo terdebet uang tidak masuk... Nlp call centre juga tidak pernah diangkat buat pelaporan.. Kita banyak juga kerjaan kl cm menghandle ini harus ke kantr. Apa gunany call centre kl ga aktif.. Tolong diperbaiki jangan mempersusah customer
1;APK bank terburuk yg pernah saya pakai
1;Aplilasi sering logout sendiri...
5;Ok
5;Mantap
1;Pengoperasiannya ribet apalagi transfer, lebih sering eror dari pada enggaknya Tolong diperbaiki minimal mendekati aplikasi mbangking bank2 lain
1;Ribet mau top up pls aja lama,kecewa banget,preeeet..
1;Aplikasi yg ga ada niat mau majuuuu,kalah dgn mbanking lainnnnn,
5;Good
5;Sgt cepat
3;UI masih kurang memudahkan dan sering error disaat tertentu, semoga lebih diperhatikan oleh tim pengembang, juga lama sekali update versinya takut keamanan ny kurang terjamin
5;Memberi kemudahan, gampang & Baik
5;Ok
5;Mantap
1;Kenapa saat saya ingin aktivasi, data saya tidak ada? Lalu sering terkendala di sinyal, padahal sinyal saya sudah stabil.
2;Ini sdh ke5x mau tf ke va shopepay gagal. Saldo kepotong.. Masuk kagak.. Gimana nih
1;Saya mau aktivasi tapi selalu data tidak ditemukan
1;Bermasalah koneksi trus. Padahal sinyal kenceng, buka aplikasi apa aja lancar. Perbaiki dong.
3;Tolong di perbaiki, sdh 24 jam di aktifkan blm bisa tranfer krn aplikasi error
1;Krng praktis
4;Terimakasih sangat membantu
1;Bingung dg mobile satu ini.. sinyal bagus, login cepat, saat transaksi keterangan masalah koneksi. 😱 selalu.. pdhl buka yg lain bisa.
1;Lemoooooood tf sesama Sumsel aja sering gagal,,,lemoooooood
4;Membantu disaat dibutuhkan
4;Sangat bermanfaat
1;Selalu gagal aktivasi dan yang tertulis data tidak ditemukan,padahal semua data sudah di isi dengan benar
1;Terlalu mudah memblokir akun.... aplikasinya tolong di sederhana kan dan dipermudahkan lagi...inikan cuman orang Sumsel aja yang pakai..
4;Sulit sekali utk louding, ribet...ribet
2;Suka Eror kalo cek ministatement . Tolong diperbaiki
2;Kok gak bisa di update
5;Terbaik
5;baik
5;Sangat membantu
5;Senang
5;Mantap sekali
2;Dikit-dikit update. Dan sangat susah untuk update. Padahal fitur Lama sudah oke.
5;BPD rasa Bank Nasional, oke banget
5;Sangat baik untuk transaksi
5;Mempermudah
5;Sangat bagus
5;Semoga semakin baik
2;Hallo min ,ada kendala ni kenapa ya saat saya melakukan Aktifasi Data saya tidak ditemukan ,Dan sering error,tolong perbaiki segera ya min UserName:FADLI
5;Ni mantap
1;Kasih bintang 1 aj karna transfer ke bank lain harus pake email penerima... Pertamyaannya memangnya setiap yg punya rek ada email..bnyak yg punya rekening tapi tidak pake mobile banking. Otomatis tidak ada email.. Jadi saran saya di hilangkan fitur emailnya karna twrlalu ribet.. Lagian jga klo transaksi pembayaran ga bkalan munhkin konsumen memcantumkan emailnya... Setiap x mau transfer harus di pinta dlu emailnya harusnya kan tinggal masukin no rek. tujuan berez tanpa harus email penerim
1;Borok suka eror mau tf ke bank lain eror
1;Saya ngisi pulsa ada notif error, tapi saldo kepotong dan pulsa gak masuk. Tolong lah diperbaiki aplikasinya, masak kalah sama bank2 yang lain
5;Belum coba, tapi pelayanan di banknya sangat baik dan ramah
5;Bagus
5;👍👍👍👍
1;Cetak mutasi aja gak bisa di atm. Perbaiki lagi layanan kalian
1;Saldo berkurang tapi gagal, gini amatnyari tambahan 😂
5;keamanan yang di utamakan good job
5;Sangat Membantu
1;Bank ga guna, merugikan rakyat, kembalikan uang saya, isi pulsa ga masuk saldo di sedot, dasar aplikasi gak guna, moga ajah nih bank bangkrut
1;Tidak bisa aktivasi,, data tidak ditemukan
1;Gagal transfer dari mbanking ke qris. Saldo berkurang tapi transfer gagal! Padahal sudah memasukan kode mpin yang benar, tapi gagal dan malah keluar sendiri. Akhirnya membuat saldo berkuang. Sistem aplikasinya juga sulit digunakan
5;Aplikasi Mbanking yg terdepan dan terbaik
3;Pengoperasian cukup sulit, dan ada fitur² yang selalu tidak ada data
5;Good
1;Aplikasiii susah
1;Selalu gagal setiap kali aktivasi. Tolong di perbaiki agar proses pelayanan bsb tidak ketinggalan dari bank2 lainnya
5;Bagus
1;Ini daftar dulu ke bank ya untuk mbankingnya?
1;bururkkkkkkkk sekaliii.. borrooookkkkkkk
5;Sangat baik
1;Ke blokir tiba tiba mau tf susah...
3;Jujur terlalu ribet masukin 2x otp sama mpin. Terus ga memudahkan pengguna dalam transaksi. Mudah ke blokir akunnya jd harus bolak balik ke bank buat benerin
1;Apknya tidak keren
5;Sangat Baek dan mudah
2;Aduuhhh bsb, gmna si saya sudah memasukkan otp dan mpin yg bnr tpi tetap saja plsa saya ga masuk2, pas d cek uang di rkning udh kptong 😏 Jd nyseell pke bsb, D bnerin lgi, kasian bgi pengguna2 ni 😪
5;Aman
5;Siip
2;Parah ga bisa login php banget
5;Good
5;Aplikasi bagus
5;Saya sangat senang menggunakan ini
5;Bagus sekali aplikasinya😍 Terus tingkatkannn
1;Agak ribet
1;Contoh aplikasi banking yang buruk , kalo seandainya m pin yang salah , bilang mpinnya yang salah, jangan pesan yg muncul malah otp tidak valid , saya coba ampe 4 kali ganti otp , pas yang terkhir malah keblokir mbanking saya !!!
1;Kenapa informasi rekening pinjaman saya tidak muncul di aplikasi padahal ketika awal buka itu bisa saya cek
1;Aplikasinya bug banget
1;Tolong diperbaiki tentang 3 kali salah masuk pin diblokir, kalau bisa memperbaikinya jangan kekantor, sangat susah bagi saya yg jaraknya sangat jauh,,,
1;Banyak bug ga guna
1;Apk gak guna
2;Belum bisa pake
1;Ok ini sudah parah sekali.... Sudah hampir satu minggu gak bisa transaksi....kode eror muluuuu...padahal sudah di update....gimana ini.....sudah isinya monoton ketinggalan sama yang lain..ehh kayak gini pulak....kecewa parah.....
5;Mantap
1;Kenapa aplikasi saya tidak bisa beroperasi selalu mengatakan koneksi internet padahal internet disini cukup baik tolong di perbaiki aplikasi ini
5;Apek cah
5;Semakin maju bsb
5;👍👍👍
1;Ngentd, kok pengisian voucher statusnya gagal dan gak masuk, tapi direkening kepotong, mana di email gak dibales2 lagi
1;Mana nih TIM IT sumsel babel ..... bnyk bugnya ( ayooo juragan2 IT sumsel babel mulai perbaiki aplikasinya )
5;Aplikasinya oke
3;Kenapa Aplikasi BSB mobile gx tampil di tampilan Phonecell.
1;kok sush bener daftarnya 170: data tidak di temukan kek gtu mulu tulisanya??????
1;Kenapa saya gak bisa masuk? Padahal kata snadi saya bener. Selalu aja disuruh aktivasi ke bank. Sampek malu mau ke bank cuma masalah kata sandi doang.
3;1. Agak ribet pengoperasiannya, mohon dikaji dan disederhanakan lagi, karna konsumen ingin lebih mudah dan tidak banyak sampai mau masukkan otp segala. 2. Sering errornya 3. Mungkin bisa mengadopsi cara kerjanya Livinnya man**ri mudah dan efisien. 4. Saya yakin tim IT Sumsel Babel bisa
2;Ngak bisa masuk Padahal udah bener semua nomor rekeningnya
4;Kasih bintang 4 karna pertama pakai sangat bagus. Eh lama banyak embel2nya. Tolong dong akun aku di daftar lagi🙏
1;Aplikasi sangat buruk. Jauh ketinggalan dari bnk lain. Aktivasi selalu gagal
1;tidak bisa melakukan aktivasi data tidak di temukan,,,padahal no kartu dan no rekening sudah benar
4;Baik
1;Kenapa Setiap mau transfer selalu gagal terus
5;Mantap, cuma mau kasih saran aja... Lebih mantap, kalau ad uang masuk ad notifnya biar tahu. Terima Kasih
1;Knapa data saya tidak dtemukan padahal sudah benar no reknya sdh berulang2 saya coba bahkan 2 kali downlod
1;saya beli pulsa telkomsel melalui apps ini pulsa gak masuk tapi saldo hilang sudah kali kebtiga kecewa
2;Tolong dong jangan lemot amat apknya, untuk transaksi susah amat.
3;Saran dari saya.. tambahain fitur pembelian token listrik di menu BSB..
5;Tolong dong ditambah kolom PENCARIAN NAMA penerima...susah carinya kalo mau cursor kebawah gitu apalagi namanya banyak...
1;Gak guna dikit dikit server dalam pemeliharaan Terus pas mau buat data tidak ditemukan error
5;Bagus
5;Alhamdulillah semakin baik
5;Acc
1;"Apk ga jelas, waktu saya tf selalu gagal tapi saldo saya terdebet, apknya ini"" aja ga ad perubahan agar lebih maksimal utk penggunanya, ini niatnya mau mudah eh tambah ribet aja"
1;Aplikasi eror aja masih dipajang di play store
1;DATA TIDAK DI TEMUKAN PADAHAL JELAS KEMAREN SAYA PAKAI BANKING
1;Tolong di update. Metode pembayaran terlalu sedikit Virtual account ga ada Bayar kartu kredit ga ada Isi saldo e wallet ga ada Akun mbanking tiba tiba keluar sendiri dan disuruh aktifasi ulang terus! Tolong diperbaiki agar berguna
2;Nice
1;Mau dlwd dr kemaren sampe hr ini ga bisa²
1;"Setiap transaksi gagal , terus saldo kepotong Niat mau memaksimalkan mobile banking eh jdi tambah ribet, harus ke teller lagi,, Kalau belum bisa memaksimalkan aplikasi BSB, mending dinonaktifkan saja aplikasinya atau hapus dari PS Tolong diperbaiki, PIHAK TERKAIT, trus kenapa pas tanggal 1 dan tanggal 25 selalu saja bermasalah atm atau BSB mobilenya Masa iya harus berlarut"" Msalah seperti ini, bertahun - tahun seperti ini Upgrade donk server atau sistem perbankannya"
5;Sangat baik dalam pelayanan dan administrasi
1;Transfer uang gagal, uangnya masih berkurang, nelpon call center sampe abis pulsa beberapa kali. Dan nggak dp solusi
1;Wkkwkw sumsel nih bos, perut doang kembung otak nggaknyambung. Buat aplikasi malu²in aja
1;Gimana ini boss, sering terdebit dan juga duitnya gak masuk masuk, KACAAAAAWWWWWWWWWWW, app karbitan
5;Bgus
1;Susah di download
2;Sering banget pas transfer tiba2 server sedang ada gangguan. Mana saldo kepotong, bukti gk ada respon call centerny lama. Tlong dong diperbaiki🙏
1;Ternyata aplikasinya tidak bermanfaat, hanya bisa cek saldo saja 😥
5;Sangat membantu
1;Lemottt
1;gimana cranya top up saldo dana BSB Mobile gue bingung 😕
5;Sangat membantu
5;Mantap
1;Uang sayanyangkut 2 jt 14 hari kerja gak tau kedepannya gimana bank cabannya gak mau bantu malah suruh komplen ke appnya
1;Buat apa kasih ulasan tapi tidak direspon... Aplikasi belum berpengalaman
3;Kenapa tidak bisa aktivasi
1;Diperbaiki lagi aplikasi bank mobilenya, sangat merugikan konsumen pembayaran topup dana saya mengalami gangguan akan tetapi rekening saya berkurang, kalau bisa terdapat fitur refund apabila transaksi mengalami gangguan, terimakasih 🙏
5;BSB MEMANG TOP
1;Aplikasi parah, formalitas aja bss punya aplikasi ini. Mau login error trus, udah brapa kali disuruh aktivasi ulang. Ngabisin waktu aja ke bank aktivasi trusss .....
1;Transaksi pembelian pulsa status gagal tapi uang kepotong di riwayat tertera ada transaksinya tapi gk ada yg masuk pulsanya. anehh
