,score,content,case_folding,clean,filtering,tokenize,stopword,stemmer,normalizing
1506,1,Ribet..dikir' update..dikit' updatw. Gak bermutu bner in..beda sma Bank' lain,ribet..dikir' update..dikit' updatw. gak bermutu bner in..beda sma bank' lain,ribet  dikir  update  dikit  updatw  gak bermutu bner in  beda sma bank  lain,ribet  dikir  update  dikit  updatw  gak bermutu bner in  beda sma bank  lain,"['ribet', 'dikir', 'update', 'dikit', 'updatw', 'gak', 'bermutu', 'bner', 'in', 'beda', 'sma', 'bank', 'lain']","['ribet', 'dikir', 'update', 'dikit', 'updatw', 'gak', 'bermutu', 'bner', 'in', 'beda', 'sma', 'bank', '']","['ribet', 'kir', 'update', 'dikit', 'updatw', 'gak', 'mutu', 'bner', 'in', 'beda', 'sma', 'bank', '']",ribet kir update dikit updatw gak mutu bner in beda sma bank 
1507,5,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']","['sangat', 'bantu']",sangat bantu
1508,4,Tolong ya nanti ke depannya bisa transfer sesama bank Sumsel Babel tak perlu yang namanya pakai Email. Tidak semua orang punya Mbanking,tolong ya nanti ke depannya bisa transfer sesama bank sumsel babel tak perlu yang namanya pakai email. tidak semua orang punya mbanking,tolong ya nanti ke depannya bisa transfer sesama bank sumsel babel tak perlu yang namanya pakai email  tidak semua orang punya mbanking,tolong ya nanti ke depannya bisa transfer sesama bank sumsel babel tak perlu yang namanya pakai email  tidak semua orang punya mbanking,"['tolong', 'ya', 'nanti', 'ke', 'depannya', 'bisa', 'transfer', 'sesama', 'bank', 'sumsel', 'babel', 'tak', 'perlu', 'yang', 'namanya', 'pakai', 'email', 'tidak', 'semua', 'orang', 'punya', 'mbanking']","['', '', '', '', 'depannya', '', 'transfer', 'sesama', 'bank', 'sumsel', 'babel', 'tak', 'perlu', '', 'namanya', 'pakai', 'email', '', 'semua', 'orang', 'punya', 'mbanking']","['', '', '', '', 'depan', '', 'transfer', 'sama', 'bank', 'sumsel', 'babel', 'tak', 'perlu', '', 'nama', 'pakai', 'email', '', 'semua', 'orang', 'punya', 'mbanking']",    depan  transfer sama bank sumsel babel tak perlu  nama pakai email  semua orang punya mbanking
1509,1,"Gangguan terus tiap kali transaksi, dan sudah beberapa kali tiap transfer ter debet tapi ngk masuk ke tujuan rekening lain.","gangguan terus tiap kali transaksi, dan sudah beberapa kali tiap transfer ter debet tapi ngk masuk ke tujuan rekening lain.",gangguan terus tiap kali transaksi  dan sudah beberapa kali tiap transfer ter debet tapi ngk masuk ke tujuan rekening lain,gangguan terus tiap kali transaksi  dan sudah beberapa kali tiap transfer ter debet tapi ngk masuk ke tujuan rekening lain,"['gangguan', 'terus', 'tiap', 'kali', 'transaksi', 'dan', 'sudah', 'beberapa', 'kali', 'tiap', 'transfer', 'ter', 'debet', 'tapi', 'ngk', 'masuk', 'ke', 'tujuan', 'rekening', 'lain']","['gangguan', 'terus', 'tiap', 'kali', 'transaksi', '', '', 'beberapa', 'kali', 'tiap', 'transfer', 'ter', 'debet', '', 'ngk', 'masuk', '', 'tujuan', 'rekening', '']","['ganggu', 'terus', 'tiap', 'kali', 'transaksi', '', '', 'beberapa', 'kali', 'tiap', 'transfer', 'ter', 'debet', '', 'ngk', 'masuk', '', 'tuju', 'rekening', '']",ganggu terus tiap kali transaksi   beberapa kali tiap transfer ter debet  tidak masuk  tuju rekening 
1510,4,"Aplikasinya memang sangat membantu dan praktis bngt, sayangnya harus diupdate trus","aplikasinya memang sangat membantu dan praktis bngt, sayangnya harus diupdate trus",aplikasinya memang sangat membantu dan praktis bngt  sayangnya harus diupdate trus,aplikasinya memang sangat membantu dan praktis bngt  sayangnya harus diupdate trus,"['aplikasinya', 'memang', 'sangat', 'membantu', 'dan', 'praktis', 'bngt', 'sayangnya', 'harus', 'diupdate', 'trus']","['aplikasinya', 'memang', 'sangat', 'membantu', '', 'praktis', 'bngt', 'sayangnya', '', 'diupdate', 'trus']","['aplikasi', 'memang', 'sangat', 'bantu', '', 'praktis', 'bngt', 'sayang', '', 'diupdate', 'trus']",aplikasi memang sangat bantu  praktis bngt sayang  diupdate terus
1511,3,"Selalu minta di upgred aplnya ,klo ada pulsa ada pemberitahuan masuk dan keluarnya uang,klo ngga ada pulsa yaa ngga ada laporan,.","selalu minta di upgred aplnya ,klo ada pulsa ada pemberitahuan masuk dan keluarnya uang,klo ngga ada pulsa yaa ngga ada laporan,.",selalu minta di upgred aplnya  klo ada pulsa ada pemberitahuan masuk dan keluarnya uang klo ngga ada pulsa yaa ngga ada laporan,selalu minta di upgred aplnya  klo ada pulsa ada pemberitahuan masuk dan keluarnya uang klo ngga ada pulsa yaa ngga ada laporan,"['selalu', 'minta', 'di', 'upgred', 'aplnya', 'klo', 'ada', 'pulsa', 'ada', 'pemberitahuan', 'masuk', 'dan', 'keluarnya', 'uang', 'klo', 'ngga', 'ada', 'pulsa', 'yaa', 'ngga', 'ada', 'laporan']","['selalu', 'minta', '', 'upgred', 'aplnya', 'klo', '', 'pulsa', '', 'pemberitahuan', 'masuk', '', 'keluarnya', 'uang', 'klo', 'ngga', '', 'pulsa', 'yaa', 'ngga', '', 'laporan']","['selalu', 'minta', '', 'upgred', 'aplnya', 'klo', '', 'pulsa', '', 'pemberitahuan', 'masuk', '', 'keluar', 'uang', 'klo', 'ngga', '', 'pulsa', 'yaa', 'ngga', '', 'lapor']",selalu minta  upgred aplnya kalau  pulsa  pemberitahuan masuk  keluar uang kalau ngga  pulsa yaa ngga  lapor
1512,1,"Kecewa bgt,minta diupdate,pas update error sampai skrg aplikasi muter nga bisa di update.jd tf dll balek lgi ke ATM","kecewa bgt,minta diupdate,pas update error sampai skrg aplikasi muter nga bisa di update.jd tf dll balek lgi ke atm",kecewa bgt minta diupdate pas update error sampai skrg aplikasi muter nga bisa di update jd tf dll balek lgi ke atm,kecewa bgt minta diupdate pas update error sampai skrg aplikasi muter nga bisa di update jd tf dll balek lgi ke atm,"['kecewa', 'bgt', 'minta', 'diupdate', 'pas', 'update', 'error', 'sampai', 'skrg', 'aplikasi', 'muter', 'nga', 'bisa', 'di', 'update', 'jd', 'tf', 'dll', 'balek', 'lgi', 'ke', 'atm']","['kecewa', 'bgt', 'minta', 'diupdate', 'pas', 'update', 'error', '', 'skrg', 'aplikasi', 'muter', 'nga', '', '', 'update', 'jd', 'tf', '', 'balek', 'lgi', '', 'atm']","['kecewa', 'bgt', 'minta', 'diupdate', 'pas', 'update', 'error', '', 'skrg', 'aplikasi', 'muter', 'nga', '', '', 'update', 'jd', 'tf', '', 'balek', 'lgi', '', 'atm']",kecewa banget minta diupdate pa update error  skrg aplikasi muter nga   update jd transfer  balek lgi  atm
1513,2,kok...lemot updatenya....cuma 99%..padehal paket banyak. tlg dong admin....TDK bisa dibuka aplikasinya,kok...lemot updatenya....cuma 99%..padehal paket banyak. tlg dong admin....tdk bisa dibuka aplikasinya,kok   lemot updatenya    cuma     padehal paket banyak  tlg dong admin    tdk bisa dibuka aplikasinya,kok   lemot updatenya    cuma     padehal paket banyak  tlg dong admin    tdk bisa dibuka aplikasinya,"['kok', 'lemot', 'updatenya', 'cuma', 'padehal', 'paket', 'banyak', 'tlg', 'dong', 'admin', 'tdk', 'bisa', 'dibuka', 'aplikasinya']","['kok', 'lemot', 'updatenya', 'cuma', 'padehal', 'paket', 'banyak', 'tlg', 'dong', 'admin', 'tdk', '', 'dibuka', 'aplikasinya']","['kok', 'lot', 'updatenya', 'cuma', 'padehal', 'paket', 'banyak', 'tlg', 'dong', 'admin', 'tdk', '', 'buka', 'aplikasi']",kok lot updatenya cuma padehal paket banyak tlg dong admin tidak  buka aplikasi
1514,5,Kenapa ngak bisa,kenapa ngak bisa,kenapa ngak bisa,kenapa ngak bisa,"['kenapa', 'ngak', 'bisa']","['', 'ngak', '']","['', 'ngak', '']", ngak 
1515,5,Mantab layananya,mantab layananya,mantab layananya,mantab layananya,"['mantab', 'layananya']","['mantab', 'layananya']","['mantab', 'layananya']",mantab layananya
1516,5,Mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
1517,1,"Tolong diperbaiki sistemnya, tiap mau transfer selalu gagal pdhl no rek sdh bener dan sudah terdaftar. Guna m-banking biar mudah dan ringkas ini malah bikin lama dan kesel 😌","tolong diperbaiki sistemnya, tiap mau transfer selalu gagal pdhl no rek sdh bener dan sudah terdaftar. guna m-banking biar mudah dan ringkas ini malah bikin lama dan kesel 😌",tolong diperbaiki sistemnya  tiap mau transfer selalu gagal pdhl no rek sdh bener dan sudah terdaftar  guna   banking biar mudah dan ringkas ini malah bikin lama dan kesel,tolong diperbaiki sistemnya  tiap mau transfer selalu gagal pdhl no rek sdh bener dan sudah terdaftar  guna   banking biar mudah dan ringkas ini malah bikin lama dan kesel,"['tolong', 'diperbaiki', 'sistemnya', 'tiap', 'mau', 'transfer', 'selalu', 'gagal', 'pdhl', 'no', 'rek', 'sdh', 'bener', 'dan', 'sudah', 'terdaftar', 'guna', 'banking', 'biar', 'mudah', 'dan', 'ringkas', 'ini', 'malah', 'bikin', 'lama', 'dan', 'kesel']","['', 'diperbaiki', 'sistemnya', 'tiap', 'mau', 'transfer', 'selalu', 'gagal', 'pdhl', 'no', 'rek', 'sdh', 'bener', '', '', 'terdaftar', '', 'banking', 'biar', 'mudah', '', 'ringkas', '', 'malah', 'bikin', 'lama', '', 'kesel']","['', 'baik', 'sistem', 'tiap', 'mau', 'transfer', 'selalu', 'gagal', 'pdhl', 'no', 'rek', 'sdh', 'bener', '', '', 'daftar', '', 'banking', 'biar', 'mudah', '', 'ringkas', '', 'malah', 'bikin', 'lama', '', 'kesel']", baik sistem tiap mau transfer selalu gagal pdhl nomor rek sudah bener   daftar  banking biar mudah  ringkas  malah bikin lama  kesel
1518,5,Terimakasih Bank Sumsel atas kerjasamanya dan pelayanannya yang sangat baik ke nasabah 🙏🏻,terimakasih bank sumsel atas kerjasamanya dan pelayanannya yang sangat baik ke nasabah 🙏🏻,terimakasih bank sumsel atas kerjasamanya dan pelayanannya yang sangat baik ke nasabah,terimakasih bank sumsel atas kerjasamanya dan pelayanannya yang sangat baik ke nasabah,"['terimakasih', 'bank', 'sumsel', 'atas', 'kerjasamanya', 'dan', 'pelayanannya', 'yang', 'sangat', 'baik', 'ke', 'nasabah']","['terimakasih', 'bank', 'sumsel', 'atas', 'kerjasamanya', '', 'pelayanannya', '', 'sangat', 'baik', '', 'nasabah']","['terimakasih', 'bank', 'sumsel', 'atas', 'kerjasamanya', '', 'layan', '', 'sangat', 'baik', '', 'nasabah']",terimakasih bank sumsel atas kerjasamanya  layan  sangat baik  nasabah
1519,5,Ok,ok,ok,ok,['ok'],[''],[''],
1520,5,Bisa mempermudah akses,bisa mempermudah akses,bisa mempermudah akses,bisa mempermudah akses,"['bisa', 'mempermudah', 'akses']","['', 'mempermudah', 'akses']","['', 'mudah', 'akses']", mudah ak
1521,1,"Agak ribet kadang mau cpt transfer banyak skli yg hrs di tgu mn otp lah kadang pin tak sama lah apalagisore taw malam aplikasinya eror ,kadang uangnya keluar tp gak Msk yg di transfer ngu satu bulan baru uang di kembalikan ke rekening mn hrs bolak balik ke bank nanya tlg aplikasi ini di perbaiki agak lebih mudah kalau bertransaksi","agak ribet kadang mau cpt transfer banyak skli yg hrs di tgu mn otp lah kadang pin tak sama lah apalagisore taw malam aplikasinya eror ,kadang uangnya keluar tp gak msk yg di transfer ngu satu bulan baru uang di kembalikan ke rekening mn hrs bolak balik ke bank nanya tlg aplikasi ini di perbaiki agak lebih mudah kalau bertransaksi",agak ribet kadang mau cpt transfer banyak skli yg hrs di tgu mn otp lah kadang pin tak sama lah apalagisore taw malam aplikasinya eror  kadang uangnya keluar tp gak msk yg di transfer ngu satu bulan baru uang di kembalikan ke rekening mn hrs bolak balik ke bank nanya tlg aplikasi ini di perbaiki agak lebih mudah kalau bertransaksi,agak ribet kadang mau cpt transfer banyak skli yg hrs di tgu mn otp lah kadang pin tak sama lah apalagisore taw malam aplikasinya eror  kadang uangnya keluar tp gak msk yg di transfer ngu satu bulan baru uang di kembalikan ke rekening mn hrs bolak balik ke bank nanya tlg aplikasi ini di perbaiki agak lebih mudah kalau bertransaksi,"['agak', 'ribet', 'kadang', 'mau', 'cpt', 'transfer', 'banyak', 'skli', 'yg', 'hrs', 'di', 'tgu', 'mn', 'otp', 'lah', 'kadang', 'pin', 'tak', 'sama', 'lah', 'apalagisore', 'taw', 'malam', 'aplikasinya', 'eror', 'kadang', 'uangnya', 'keluar', 'tp', 'gak', 'msk', 'yg', 'di', 'transfer', 'ngu', 'satu', 'bulan', 'baru', 'uang', 'di', 'kembalikan', 'ke', 'rekening', 'mn', 'hrs', 'bolak', 'balik', 'ke', 'bank', 'nanya', 'tlg', 'aplikasi', 'ini', 'di', 'perbaiki', 'agak', 'lebih', 'mudah', 'kalau', 'bertransaksi']","['', 'ribet', 'kadang', 'mau', 'cpt', 'transfer', 'banyak', 'skli', 'yg', 'hrs', '', 'tgu', 'mn', 'otp', 'lah', 'kadang', 'pin', 'tak', 'sama', 'lah', 'apalagisore', 'taw', 'malam', 'aplikasinya', 'eror', 'kadang', 'uangnya', 'keluar', 'tp', 'gak', 'msk', 'yg', '', 'transfer', 'ngu', 'satu', 'bulan', 'baru', 'uang', '', 'kembalikan', '', 'rekening', 'mn', 'hrs', 'bolak', 'balik', '', 'bank', 'nanya', 'tlg', 'aplikasi', '', '', 'perbaiki', '', 'lebih', 'mudah', 'kalau', 'bertransaksi']","['', 'ribet', 'kadang', 'mau', 'cpt', 'transfer', 'banyak', 'skli', 'yg', 'hrs', '', 'tgu', 'mn', 'otp', 'lah', 'kadang', 'pin', 'tak', 'sama', 'lah', 'apalagisore', 'taw', 'malam', 'aplikasi', 'eror', 'kadang', 'uang', 'keluar', 'tp', 'gak', 'msk', 'yg', '', 'transfer', 'ngu', 'satu', 'bulan', 'baru', 'uang', '', 'kembali', '', 'rekening', 'mn', 'hrs', 'bolak', 'balik', '', 'bank', 'nanya', 'tlg', 'aplikasi', '', '', 'baik', '', 'lebih', 'mudah', 'kalau', 'transaksi']", ribet kadang mau cpt transfer banyak skli yang hr  tgu mn otp lah kadang pin tak sama lah apalagisore taw malam aplikasi eror kadang uang keluar tapi gak msk yang  transfer ngu satu bulan baru uang  kembali  rekening mn hr bolak balik  bank nanya tlg aplikasi   baik  lebih mudah kalau transaksi
1522,1,ribet harus Login terus loading lama,ribet harus login terus loading lama,ribet harus login terus loading lama,ribet harus login terus loading lama,"['ribet', 'harus', 'login', 'terus', 'loading', 'lama']","['ribet', '', 'login', 'terus', 'loading', 'lama']","['ribet', '', 'login', 'terus', 'loading', 'lama']",ribet  login terus loading lama
1523,5,Sangat baik,sangat baik,sangat baik,sangat baik,"['sangat', 'baik']","['sangat', 'baik']","['sangat', 'baik']",sangat baik
1524,5,Mantap ruar biasa,mantap ruar biasa,mantap ruar biasa,mantap ruar biasa,"['mantap', 'ruar', 'biasa']","['mantap', 'ruar', 'biasa']","['mantap', 'ruar', 'biasa']",mantap ruar biasa
1525,5,Mudah digunakan,mudah digunakan,mudah digunakan,mudah digunakan,"['mudah', 'digunakan']","['mudah', 'digunakan']","['mudah', 'guna']",mudah guna
1526,5,Bank wong Kito nian,bank wong kito nian,bank wong kito nian,bank wong kito nian,"['bank', 'wong', 'kito', 'nian']","['bank', 'wong', 'kito', 'nian']","['bank', 'wong', 'kito', 'nian']",bank wong kito nian
1527,3,Lebih.. Banyak manfaat..,lebih.. banyak manfaat..,lebih   banyak manfaat,lebih   banyak manfaat,"['lebih', 'banyak', 'manfaat']","['lebih', 'banyak', 'manfaat']","['lebih', 'banyak', 'manfaat']",lebih banyak manfaat
1528,4,"Masih terlalu rumit, karena no rek tujuan harus di dapat dulu.","masih terlalu rumit, karena no rek tujuan harus di dapat dulu.",masih terlalu rumit  karena no rek tujuan harus di dapat dulu,masih terlalu rumit  karena no rek tujuan harus di dapat dulu,"['masih', 'terlalu', 'rumit', 'karena', 'no', 'rek', 'tujuan', 'harus', 'di', 'dapat', 'dulu']","['', 'terlalu', 'rumit', '', 'no', 'rek', 'tujuan', '', '', '', 'dulu']","['', 'terlalu', 'rumit', '', 'no', 'rek', 'tuju', '', '', '', 'dulu']", terlalu rumit  nomor rek tuju    dulu
1529,5,Sangat baik,sangat baik,sangat baik,sangat baik,"['sangat', 'baik']","['sangat', 'baik']","['sangat', 'baik']",sangat baik
1530,5,"Sangat membantu sekali, untuk bertransaksi.","sangat membantu sekali, untuk bertransaksi.",sangat membantu sekali  untuk bertransaksi,sangat membantu sekali  untuk bertransaksi,"['sangat', 'membantu', 'sekali', 'untuk', 'bertransaksi']","['sangat', 'membantu', 'sekali', '', 'bertransaksi']","['sangat', 'bantu', 'sekali', '', 'transaksi']",sangat bantu sekali  transaksi
1531,3,suka lemot,suka lemot,suka lemot,suka lemot,"['suka', 'lemot']","['suka', 'lemot']","['suka', 'lot']",suka lot
1532,1,"Kenapa uang saya harus nunggu 14-30 hari untuk kembalu, kalau bisa diproses cepat kenapa harus lama!!! Uang saya jangan dipakai untuk deposito!!","kenapa uang saya harus nunggu 14-30 hari untuk kembalu, kalau bisa diproses cepat kenapa harus lama!!! uang saya jangan dipakai untuk deposito!!",kenapa uang saya harus nunggu     hari untuk kembalu  kalau bisa diproses cepat kenapa harus lama    uang saya jangan dipakai untuk deposito,kenapa uang saya harus nunggu     hari untuk kembalu  kalau bisa diproses cepat kenapa harus lama    uang saya jangan dipakai untuk deposito,"['kenapa', 'uang', 'saya', 'harus', 'nunggu', 'hari', 'untuk', 'kembalu', 'kalau', 'bisa', 'diproses', 'cepat', 'kenapa', 'harus', 'lama', 'uang', 'saya', 'jangan', 'dipakai', 'untuk', 'deposito']","['', 'uang', '', '', 'nunggu', 'hari', '', 'kembalu', 'kalau', '', 'diproses', 'cepat', '', '', 'lama', 'uang', '', 'jangan', 'dipakai', '', 'deposito']","['', 'uang', '', '', 'nunggu', 'hari', '', 'kembalu', 'kalau', '', 'proses', 'cepat', '', '', 'lama', 'uang', '', 'jangan', 'pakai', '', 'deposito']", uang   nunggu hari  kembalu kalau  prose cepat   lama uang  jangan pakai  deposito
1533,5,good,good,good,good,['good'],['good'],['good'],good
1534,5,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']","['sangat', 'bantu']",sangat bantu
1535,3,"Knp abis update transaksi tambah lemot.server selalu cepat terputus.apalagi klo urgen dwaktu malam dan hari libur.padahal mau cepat. Kirain setelah update tambah bagus pelayanan.ini tambah lemot. Tolong pihak deplover aplikasinya di perbaiki dg benar dulu. Rugi dunk tiap bulan dpotong trus, aplikasi cm bisa cek saldo aja. Tujuan pake ini biar bisa dpermudah.","knp abis update transaksi tambah lemot.server selalu cepat terputus.apalagi klo urgen dwaktu malam dan hari libur.padahal mau cepat. kirain setelah update tambah bagus pelayanan.ini tambah lemot. tolong pihak deplover aplikasinya di perbaiki dg benar dulu. rugi dunk tiap bulan dpotong trus, aplikasi cm bisa cek saldo aja. tujuan pake ini biar bisa dpermudah.",knp abis update transaksi tambah lemot server selalu cepat terputus apalagi klo urgen dwaktu malam dan hari libur padahal mau cepat  kirain setelah update tambah bagus pelayanan ini tambah lemot  tolong pihak deplover aplikasinya di perbaiki dg benar dulu  rugi dunk tiap bulan dpotong trus  aplikasi cm bisa cek saldo aja  tujuan pake ini biar bisa dpermudah,knp abis update transaksi tambah lemot server selalu cepat terputus apalagi klo urgen dwaktu malam dan hari libur padahal mau cepat  kirain setelah update tambah bagus pelayanan ini tambah lemot  tolong pihak deplover aplikasinya di perbaiki dg benar dulu  rugi dunk tiap bulan dpotong trus  aplikasi cm bisa cek saldo aja  tujuan pake ini biar bisa dpermudah,"['knp', 'abis', 'update', 'transaksi', 'tambah', 'lemot', 'server', 'selalu', 'cepat', 'terputus', 'apalagi', 'klo', 'urgen', 'dwaktu', 'malam', 'dan', 'hari', 'libur', 'padahal', 'mau', 'cepat', 'kirain', 'setelah', 'update', 'tambah', 'bagus', 'pelayanan', 'ini', 'tambah', 'lemot', 'tolong', 'pihak', 'deplover', 'aplikasinya', 'di', 'perbaiki', 'dg', 'benar', 'dulu', 'rugi', 'dunk', 'tiap', 'bulan', 'dpotong', 'trus', 'aplikasi', 'cm', 'bisa', 'cek', 'saldo', 'aja', 'tujuan', 'pake', 'ini', 'biar', 'bisa', 'dpermudah']","['knp', 'abis', 'update', 'transaksi', 'tambah', 'lemot', 'server', 'selalu', 'cepat', 'terputus', '', 'klo', 'urgen', 'dwaktu', 'malam', '', 'hari', 'libur', 'padahal', 'mau', 'cepat', 'kirain', '', 'update', 'tambah', 'bagus', 'pelayanan', '', 'tambah', 'lemot', '', 'pihak', 'deplover', 'aplikasinya', '', 'perbaiki', 'dg', 'benar', 'dulu', 'rugi', 'dunk', 'tiap', 'bulan', 'dpotong', 'trus', 'aplikasi', 'cm', '', 'cek', 'saldo', 'aja', 'tujuan', 'pake', '', 'biar', '', 'dpermudah']","['knp', 'abis', 'update', 'transaksi', 'tambah', 'lot', 'server', 'selalu', 'cepat', 'putus', '', 'klo', 'urgen', 'dwaktu', 'malam', '', 'hari', 'libur', 'padahal', 'mau', 'cepat', 'kirain', '', 'update', 'tambah', 'bagus', 'layan', '', 'tambah', 'lot', '', 'pihak', 'deplover', 'aplikasi', '', 'baik', 'dg', 'benar', 'dulu', 'rugi', 'dunk', 'tiap', 'bulan', 'dpotong', 'trus', 'aplikasi', 'cm', '', 'cek', 'saldo', 'aja', 'tuju', 'pake', '', 'biar', '', 'dpermudah']",kenapa abis update transaksi tambah lot server selalu cepat putus  kalau urgen dwaktu malam  hari libur padahal mau cepat kirain  update tambah bagus layan  tambah lot  pihak deplover aplikasi  baik dengan benar dulu rugi dunk tiap bulan dpotong terus aplikasi cm  cek saldo aja tuju pake  biar  dpermudah
